com.model.d3.D3Graph@fcc5b1Atype	Agroup	Aid	Aname	Btype	Bgroup	Bid	Bname
gene	IMMUNE DISEASES	CCL2	null	mp	MP:0005387	MP:0008074	increased CD4-positive, alpha beta T cell number
gene	IMMUNE DISEASES	ZAP70	null	mp	MP:0005387	MP:0002461	increased immunoglobulin level
mp	MP:0005387	MP:0008196	abnormal follicular dendritic cell morphology	mp	MP:0005387	MP:0008199	increased follicular dendritic cell number
pathway	HUMAN DISEASES	mmu05320	AUTOIMMUNE THYROID DISEASE	gene	IMMUNE DISEASES	TG	null
mp	MP:0005387	MP:0005460	abnormal leukopoiesis	mp	MP:0005387	MP:0002445	abnormal mononuclear cell differentiation
gene	IMMUNE DISEASES	DCLRE1C	null	mp	MP:0005387	MP:0005095	decreased T cell proliferation
mp	MP:0005387	MP:0002376	abnormal dendritic cell physiology	mp	MP:0005387	MP:0010740	abnormal dendritic cell chemotaxis
gene	IMMUNE DISEASES	DCLRE1C	null	mp	MP:0005387	MP:0005093	decreased B cell proliferation
gene	IMMUNE DISEASES	ELANE	null	ppi	ppi	50701	50701
pathway	HUMAN DISEASES	mmu05321	INFLAMMATORY BOWEL DISEASE (IBD)	gene	IMMUNE DISEASES	RELA	null
mp	MP:0005387	MP:0008246	abnormal leukocyte morphology	mp	MP:0005387	MP:0005461	abnormal dendritic cell morphology
gene	IMMUNE DISEASES	TGFB1	null	mp	MP:0005387	MP:0000702	enlarged lymph nodes
gene	IMMUNE DISEASES	CCL2	null	mp	MP:0005387	MP:0008499	increased IgG1 level
mp	MP:0005387	MP:0008048	abnormal memory T cell number	mp	MP:0005387	MP:0008050	decreased memory T cell number
pathway	HUMAN DISEASES	mmu05322	SYSTEMIC LUPUS ERYTHEMATOSUS	gene	IMMUNE DISEASES	GM10257	null
pathway	HUMAN DISEASES	mmu05323	RHEUMATOID ARTHRITIS	gene	IMMUNE DISEASES	ATP6V1B1	null
pathway	HUMAN DISEASES	mmu05323	RHEUMATOID ARTHRITIS	gene	IMMUNE DISEASES	ATP6V1B2	null
gene	IMMUNE DISEASES	CCL2	null	mp	MP:0005387	MP:0002463	abnormal neutrophil physiology
pathway	HUMAN DISEASES	mmu05322	SYSTEMIC LUPUS ERYTHEMATOSUS	gene	IMMUNE DISEASES	C4B	null
mp	MP:0005387	MP:0002145	abnormal T cell differentiation	mp	MP:0005387	MP:0001825	arrested T cell differentiation
gene	IMMUNE DISEASES	PRF1	null	mp	MP:0005387	MP:0001847	brain inflammation
mp	MP:0005387	MP:0008601	abnormal circulating interleukin-4 level	mp	MP:0005387	MP:0008602	increased circulating interleukin-4 level
mp	MP:0005387	MP:0000717	abnormal lymphocyte cell number	mp	MP:0005387	MP:0005016	decreased lymphocyte cell number
mp	MP:0005387	MP:0008601	abnormal circulating interleukin-4 level	mp	MP:0005387	MP:0008603	decreased circulating interleukin-4 level
mp	MP:0005387	MP:0000717	abnormal lymphocyte cell number	mp	MP:0005387	MP:0005013	increased lymphocyte cell number
mp	MP:0005387	MP:0008164	abnormal B-1a B cell morphology	mp	MP:0005387	MP:0008168	decreased B-1a cell number
pathway	HUMAN DISEASES	mmu05310	ASTHMA	gene	IMMUNE DISEASES	TNF	null
gene	IMMUNE DISEASES	CSF2	null	mp	MP:0005387	MP:0000688	lymphoid hyperplasia
mp	MP:0005387	MP:0008164	abnormal B-1a B cell morphology	mp	MP:0005387	MP:0008167	increased B-1a cell number
pathway	HUMAN DISEASES	mmu05320	AUTOIMMUNE THYROID DISEASE	gene	IMMUNE DISEASES	TPO	null
gene	IMMUNE DISEASES	FAS	null	mp	MP:0005387	MP:0004794	increased anti-nuclear antigen antibody level
gene	IMMUNE DISEASES	IFNG	null	mp	MP:0005387	MP:0005026	decreased susceptibility to parasitic infection
gene	IMMUNE DISEASES	H2-T10	null	ppi	ppi	15024	15024
gene	IMMUNE DISEASES	TNFSF13	null	ppi	ppi	69583	69583
gene	IMMUNE DISEASES	CIITA	null	mp	MP:0005387	MP:0002145	abnormal T cell differentiation
gene	IMMUNE DISEASES	DCLRE1C	null	mp	MP:0005387	MP:0004956	decreased thymus weight
pathway	HUMAN DISEASES	mmu05320	AUTOIMMUNE THYROID DISEASE	gene	IMMUNE DISEASES	PRF1	null
gene	IMMUNE DISEASES	H2-AB1	null	ppi	ppi	14961	14961
mp	MP:0005387	MP:0002339	abnormal lymph node morphology	mp	MP:0005387	MP:0009625	abnormal abdominal lymph node morphology
gene	IMMUNE DISEASES	CIITA	null	mp	MP:0005387	MP:0005027	increased susceptibility to parasitic infection
mp	MP:0005387	MP:0002419	abnormal innate immunity	mp	MP:0005387	MP:0002451	abnormal macrophage physiology
gene	IMMUNE DISEASES	CIITA	null	mp	MP:0005387	MP:0005026	decreased susceptibility to parasitic infection
mp	MP:0005387	MP:0008073	abnormal CD4-positive, alpha beta T cell number	mp	MP:0005387	MP:0010185	abnormal T follicular helper cell number
gene	IMMUNE DISEASES	IFNA4	null	ppi	ppi	15967	15967
mp	MP:0005387	MP:0020201	abnormal granulocyte number	mp	MP:0005387	MP:0000322	increased granulocyte number
gene	IMMUNE DISEASES	DCLRE1C	null	mp	MP:0005387	MP:0005092	decreased double-positive T cell number
pathway	HUMAN DISEASES	mmu05310	ASTHMA	gene	IMMUNE DISEASES	CD40	null
gene	IMMUNE DISEASES	FAS	null	mp	MP:0005387	MP:0004797	increased anti-erythrocyte antigen antibody level
gene	IMMUNE DISEASES	FAS	null	mp	MP:0005387	MP:0002444	abnormal T cell physiology
mp	MP:0005387	MP:0008182	decreased marginal zone B cell number	mp	MP:0005387	MP:0008183	absent marginal zone B cells
gene	IMMUNE DISEASES	IL4	null	mp	MP:0005387	MP:0001844	autoimmune response
mp	MP:0005387	MP:0020000	abnormal response to antigen	mp	MP:0005387	MP:0020002	increased response to antigen
mp	MP:0005387	MP:0008698	abnormal interleukin-4 secretion	mp	MP:0005387	MP:0008700	decreased interleukin-4 secretion
pathway	HUMAN DISEASES	mmu05321	INFLAMMATORY BOWEL DISEASE (IBD)	gene	IMMUNE DISEASES	H2-EA-PS	null
mp	MP:0005387	MP:0020000	abnormal response to antigen	mp	MP:0005387	MP:0020001	decreased response to antigen
gene	IMMUNE DISEASES	BTK	null	mp	MP:0005387	MP:0005017	decreased B cell number
gene	IMMUNE DISEASES	HIST1H2AI	null	ppi	ppi	319191	319191
mp	MP:0005387	MP:0001861	lung inflammation	mp	MP:0005387	MP:0011012	bronchiectasis
gene	IMMUNE DISEASES	PRF1	null	mp	MP:0005387	MP:0001860	liver inflammation
mp	MP:0005387	MP:0020201	abnormal granulocyte number	mp	MP:0005387	MP:0000334	decreased granulocyte number
mp	MP:0005387	MP:0002419	abnormal innate immunity	mp	MP:0005387	MP:0002463	abnormal neutrophil physiology
pathway	HUMAN DISEASES	mmu05323	RHEUMATOID ARTHRITIS	gene	IMMUNE DISEASES	CSF1	null
pathway	HUMAN DISEASES	mmu05323	RHEUMATOID ARTHRITIS	gene	IMMUNE DISEASES	CSF2	null
gene	IMMUNE DISEASES	FAS	null	mp	MP:0005387	MP:0002461	increased immunoglobulin level
gene	IMMUNE DISEASES	IFNG	null	mp	MP:0005387	MP:0005040	abnormal MHC II cell surface expression on macrophages
mp	MP:0005387	MP:0002458	abnormal B cell number	mp	MP:0005387	MP:0005014	increased B cell number
gene	IMMUNE DISEASES	IKBKG	null	mp	MP:0005387	MP:0003454	erythroderma
mp	MP:0005387	MP:0002458	abnormal B cell number	mp	MP:0005387	MP:0005017	decreased B cell number
mp	MP:0005387	MP:0002607	decreased basophil cell number	mp	MP:0005387	MP:0011690	absent basophils
mp	MP:0005387	MP:0001846	increased inflammatory response	mp	MP:0005387	MP:0004947	skin inflammation
gene	IMMUNE DISEASES	ACTN2	null	ppi	ppi	11472	11472
gene	IMMUNE DISEASES	CCL2	null	mp	MP:0005387	MP:0002493	increased IgG level
mp	MP:0005387	MP:0002499	chronic inflammation	mp	MP:0005387	MP:0002500	granulomatous inflammation
pathway	HUMAN DISEASES	mmu05323	RHEUMATOID ARTHRITIS	gene	IMMUNE DISEASES	ATP6V1C1	null
pathway	HUMAN DISEASES	mmu05320	AUTOIMMUNE THYROID DISEASE	gene	IMMUNE DISEASES	FASL	null
pathway	HUMAN DISEASES	mmu05323	RHEUMATOID ARTHRITIS	gene	IMMUNE DISEASES	ATP6V1C2	null
mp	MP:0005387	MP:0002357	abnormal spleen white pulp morphology	mp	MP:0005387	MP:0008241	abnormal metallophilic macrophage morphology
mp	MP:0005387	MP:0012360	abnormal large unstained cell number	mp	MP:0005387	MP:0012361	decreased large unstained cell number
mp	MP:0005387	MP:0012360	abnormal large unstained cell number	mp	MP:0005387	MP:0012362	increased large unstained cell number
mp	MP:0005387	MP:0008537	increased susceptibility to induced colitis	mp	MP:0005387	MP:0013298	increased susceptibility to colitis induced morbidity/mortality
mp	MP:0005387	MP:0008168	decreased B-1a cell number	mp	MP:0005387	MP:0008203	absent B-1a cells
mp	MP:0005387	MP:0000703	abnormal thymus morphology	mp	MP:0005387	MP:0008827	abnormal thymus cell ratio
mp	MP:0005387	MP:0000726	absent lymphocyte	mp	MP:0005387	MP:0008046	absent NK cells
mp	MP:0005387	MP:0004794	increased anti-nuclear antigen antibody level	mp	MP:0005387	MP:0004762	increased anti-double stranded DNA antibody level
mp	MP:0005387	MP:0006173	abnormal myeloid dendritic cell morphology	mp	MP:0005387	MP:0008117	abnormal Langerhans cell morphology
mp	MP:0005387	MP:0002446	abnormal macrophage morphology	mp	MP:0005387	MP:0020202	abnormal macrophage cell number
gene	IMMUNE DISEASES	TLR2	null	ppi	ppi	24088	24088
gene	IMMUNE DISEASES	ITGB2	null	mp	MP:0005387	MP:0000716	abnormal immune system cell morphology
gene	IMMUNE DISEASES	HIST2H2AB	null	ppi	ppi	621893	621893
gene	IMMUNE DISEASES	CD86	null	ppi	ppi	12524	12524
mp	MP:0005387	MP:0002444	abnormal T cell physiology	mp	MP:0005387	MP:0004392	abnormal CD8-positive, alpha-beta T cell physiology
mp	MP:0005387	MP:0008568	abnormal interleukin secretion	mp	MP:0005387	MP:0011716	abnormal interleukin-8 secretion
pathway	HUMAN DISEASES	mmu05320	AUTOIMMUNE THYROID DISEASE	gene	IMMUNE DISEASES	H2-OA	null
mp	MP:0005387	MP:0002419	abnormal innate immunity	mp	MP:0005387	MP:0010766	abnormal NK cell physiology
pathway	HUMAN DISEASES	mmu05320	AUTOIMMUNE THYROID DISEASE	gene	IMMUNE DISEASES	H2-OB	null
mp	MP:0005387	MP:0003009	abnormal cytokine secretion	mp	MP:0005387	MP:0008722	abnormal chemokine secretion
mp	MP:0005387	MP:0008180	abnormal marginal zone B cell morphology	mp	MP:0005387	MP:0008182	decreased marginal zone B cell number
mp	MP:0005387	MP:0008180	abnormal marginal zone B cell morphology	mp	MP:0005387	MP:0008181	increased marginal zone B cell number
gene	IMMUNE DISEASES	IL10	null	mp	MP:0005387	MP:0008500	increased IgG2a level
mp	MP:0005387	MP:0001790	abnormal immune system physiology	mp	MP:0005387	MP:0020000	abnormal response to antigen
mp	MP:0005387	MP:0004794	increased anti-nuclear antigen antibody level	mp	MP:0005387	MP:0004771	increased anti-single stranded DNA antibody level
gene	IMMUNE DISEASES	CSF2	null	mp	MP:0005387	MP:0001861	lung inflammation
gene	IMMUNE DISEASES	ITGB2	null	mp	MP:0005387	MP:0000702	enlarged lymph nodes
mp	MP:0005387	MP:0002376	abnormal dendritic cell physiology	mp	MP:0005387	MP:0008769	abnormal plasmacytoid dendritic cell physiology
pathway	HUMAN DISEASES	mmu05330	ALLOGRAFT REJECTION	gene	IMMUNE DISEASES	H2-AA	null
gene	IMMUNE DISEASES	IFNG	null	mp	MP:0005387	MP:0005078	abnormal cytotoxic T cell physiology
gene	IMMUNE DISEASES	CSF2	null	ppi	ppi	12981	12981
mp	MP:0005387	MP:0008117	abnormal Langerhans cell morphology	mp	MP:0005387	MP:0013411	abnormal Langerhans cell number
ppi	ppi	11472	11472	ppi	ppi	14812	14812
mp	MP:0005387	MP:0005460	abnormal leukopoiesis	mp	MP:0005387	MP:0002401	abnormal lymphopoiesis
gene	IMMUNE DISEASES	KLRD1	null	ppi	ppi	16643	16643
gene	IMMUNE DISEASES	BTK	null	mp	MP:0005387	MP:0002459	abnormal B cell physiology
gene	IMMUNE DISEASES	IL10	null	mp	MP:0005387	MP:0008537	increased susceptibility to induced colitis
gene	IMMUNE DISEASES	TNFRSF13B	null	mp	MP:0005387	MP:0005154	increased B cell proliferation
mp	MP:0005387	MP:0004974	decreased regulatory T cell number	mp	MP:0005387	MP:0004975	absent regulatory T cells
gene	IMMUNE DISEASES	C1RA	null	ppi	ppi	50909	50909
gene	IMMUNE DISEASES	ACTN1	null	ppi	ppi	109711	109711
mp	MP:0005387	MP:0002444	abnormal T cell physiology	mp	MP:0005387	MP:0005463	abnormal CD4-positive, alpha-beta T cell physiology
pathway	HUMAN DISEASES	mmu05320	AUTOIMMUNE THYROID DISEASE	gene	IMMUNE DISEASES	H2-Q2	null
mp	MP:0005387	MP:0008196	abnormal follicular dendritic cell morphology	mp	MP:0005387	MP:0008200	decreased follicular dendritic cell number
pathway	HUMAN DISEASES	mmu05320	AUTOIMMUNE THYROID DISEASE	gene	IMMUNE DISEASES	H2-Q1	null
gene	IMMUNE DISEASES	BTK	null	mp	MP:0005387	MP:0002460	decreased immunoglobulin level
mp	MP:0005387	MP:0008247	abnormal mononuclear cell morphology	mp	MP:0005387	MP:0002619	abnormal lymphocyte morphology
mp	MP:0005387	MP:0002722	abnormal immune system organ morphology	mp	MP:0005387	MP:0002393	abnormal bronchus-associated lymphoid tissue morphology
mp	MP:0005387	MP:0000689	abnormal spleen morphology	mp	MP:0005387	MP:0010245	abnormal spleen perifollicular zone morphology
pathway	HUMAN DISEASES	mmu05330	ALLOGRAFT REJECTION	gene	IMMUNE DISEASES	H2-BL	null
pathway	HUMAN DISEASES	mmu05330	ALLOGRAFT REJECTION	gene	IMMUNE DISEASES	FAS	null
pathway	HUMAN DISEASES	mmu05320	AUTOIMMUNE THYROID DISEASE	gene	IMMUNE DISEASES	H2-Q7	null
pathway	HUMAN DISEASES	mmu05320	AUTOIMMUNE THYROID DISEASE	gene	IMMUNE DISEASES	H2-Q8	null
pathway	HUMAN DISEASES	mmu05320	AUTOIMMUNE THYROID DISEASE	gene	IMMUNE DISEASES	H2-Q6	null
gene	IMMUNE DISEASES	ICOS	null	mp	MP:0005387	MP:0005466	abnormal T-helper 2 physiology
mp	MP:0005387	MP:0005015	increased T cell number	mp	MP:0005387	MP:0008082	increased single-positive T cell number
gene	IMMUNE DISEASES	ICOS	null	mp	MP:0005387	MP:0005463	abnormal CD4-positive, alpha-beta T cell physiology
mp	MP:0005387	MP:0002462	abnormal granulocyte physiology	mp	MP:0005387	MP:0005074	impaired granulocyte bactericidal activity
mp	MP:0005387	MP:0008212	absent mature B cells	mp	MP:0005387	MP:0008100	absent plasma cells
gene	IMMUNE DISEASES	ATP6V0A1	null	ppi	ppi	11975	11975
mp	MP:0005387	MP:0008568	abnormal interleukin secretion	mp	MP:0005387	MP:0008710	abnormal interleukin-9 secretion
gene	IMMUNE DISEASES	TGFB1	null	mp	MP:0005387	MP:0000218	increased leukocyte cell number
mp	MP:0005387	MP:0001194	dermatitis	mp	MP:0005387	MP:0009792	seborrheic dermatitis
mp	MP:0005387	MP:0001800	abnormal humoral immune response	mp	MP:0005387	MP:0002471	abnormal complement pathway
gene	IMMUNE DISEASES	GM14483	null	ppi	ppi	100042922	100042922
mp	MP:0005387	MP:0002459	abnormal B cell physiology	mp	MP:0005387	MP:0008781	abnormal B cell apoptosis
pathway	HUMAN DISEASES	mmu05322	SYSTEMIC LUPUS ERYTHEMATOSUS	gene	IMMUNE DISEASES	TRIM21	null
mp	MP:0005387	MP:0008559	abnormal interferon-gamma secretion	mp	MP:0005387	MP:0008566	increased interferon-gamma secretion
mp	MP:0005387	MP:0008559	abnormal interferon-gamma secretion	mp	MP:0005387	MP:0008567	decreased interferon-gamma secretion
ppi	ppi	16476	16476	ppi	ppi	20848	20848
mp	MP:0005387	MP:0020186	altered susceptibility to bacterial infection	mp	MP:0005387	MP:0002411	decreased susceptibility to bacterial infection
pathway	HUMAN DISEASES	mmu05330	ALLOGRAFT REJECTION	gene	IMMUNE DISEASES	H2-D1	null
gene	IMMUNE DISEASES	FASL	null	mp	MP:0005387	MP:0003725	increased autoantibody level
mp	MP:0005387	MP:0020186	altered susceptibility to bacterial infection	mp	MP:0005387	MP:0002412	increased susceptibility to bacterial infection
mp	MP:0005387	MP:0008677	abnormal interleukin-16 secretion	mp	MP:0005387	MP:0008678	increased interleukin-16 secretion
gene	IMMUNE DISEASES	IL10	null	mp	MP:0005387	MP:0008553	increased circulating tumor necrosis factor level
mp	MP:0005387	MP:0000692	small spleen	mp	MP:0005387	MP:0003643	spleen atrophy
mp	MP:0005387	MP:0005001	abnormal clonal deletion	mp	MP:0005387	MP:0005002	abnormal T cell clonal deletion
mp	MP:0005387	MP:0005463	abnormal CD4-positive, alpha-beta T cell physiology	mp	MP:0005387	MP:0010189	abnormal T follicular helper cell physiology
gene	IMMUNE DISEASES	TAP1	null	ppi	ppi	21354	21354
mp	MP:0005387	MP:0002452	abnormal professional antigen presenting cell physiology	mp	MP:0005387	MP:0002459	abnormal B cell physiology
mp	MP:0005387	MP:0008568	abnormal interleukin secretion	mp	MP:0005387	MP:0008707	abnormal interleukin-7 secretion
gene	IMMUNE DISEASES	ACTN3	null	ppi	ppi	11474	11474
gene	IMMUNE DISEASES	CTSG	null	mp	MP:0005387	MP:0000691	enlarged spleen
mp	MP:0005387	MP:0008568	abnormal interleukin secretion	mp	MP:0005387	MP:0008704	abnormal interleukin-6 secretion
mp	MP:0005387	MP:0002722	abnormal immune system organ morphology	mp	MP:0005387	MP:0002378	abnormal gut-associated lymphoid tissue morphology
mp	MP:0005387	MP:0008698	abnormal interleukin-4 secretion	mp	MP:0005387	MP:0008699	increased interleukin-4 secretion
mp	MP:0005387	MP:0002722	abnormal immune system organ morphology	mp	MP:0005387	MP:0002377	abnormal mucosa-associated lymphoid tissue morphology
mp	MP:0005387	MP:0008568	abnormal interleukin secretion	mp	MP:0005387	MP:0008701	abnormal interleukin-5 secretion
gene	IMMUNE DISEASES	BTK	null	mp	MP:0005387	MP:0002401	abnormal lymphopoiesis
gene	IMMUNE DISEASES	BTK	null	mp	MP:0005387	MP:0002403	abnormal pre-B cell morphology
pathway	HUMAN DISEASES	mmu05340	PRIMARY IMMUNODEFICIENCY	gene	IMMUNE DISEASES	UNG	null
mp	MP:0005387	MP:0008677	abnormal interleukin-16 secretion	mp	MP:0005387	MP:0008679	decreased interleukin-16 secretion
mp	MP:0005387	MP:0008750	abnormal interferon level	mp	MP:0005387	MP:0008548	abnormal circulating interferon level
gene	IMMUNE DISEASES	TCIRG1	null	mp	MP:0005387	MP:0004982	abnormal osteoclast morphology
gene	IMMUNE DISEASES	IL23A	null	ppi	ppi	83430	83430
pathway	HUMAN DISEASES	mmu05320	AUTOIMMUNE THYROID DISEASE	gene	IMMUNE DISEASES	H2-T3	null
gene	IMMUNE DISEASES	ITGB2	null	mp	MP:0005387	MP:0001876	decreased inflammatory response
mp	MP:0005387	MP:0005018	decreased T cell number	mp	MP:0005387	MP:0001830	decreased activated T cell number
mp	MP:0005387	MP:0010198	decreased lymphatic vessel endothelial cell number	mp	MP:0005387	MP:0010199	absent lymphatic vessel endothelial cells
gene	IMMUNE DISEASES	H2-M10.4	null	ppi	ppi	224753	224753
pathway	HUMAN DISEASES	mmu05332	GRAFT-VERSUS-HOST DISEASE	gene	IMMUNE DISEASES	TNF	null
gene	IMMUNE DISEASES	SSB	null	ppi	ppi	20823	20823
gene	IMMUNE DISEASES	FAS	null	mp	MP:0005387	MP:0005466	abnormal T-helper 2 physiology
mp	MP:0005387	MP:0008650	abnormal interleukin-1 secretion	mp	MP:0005387	MP:0008656	abnormal interleukin-1 beta secretion
mp	MP:0005387	MP:0002531	abnormal type I hypersensitivity reaction	mp	MP:0005387	MP:0005596	increased susceptibility to type I hypersensitivity reaction
mp	MP:0005387	MP:0002531	abnormal type I hypersensitivity reaction	mp	MP:0005387	MP:0005597	decreased susceptibility to type I hypersensitivity reaction
ppi	ppi	16453	16453	ppi	ppi	20848	20848
ppi	ppi	16818	16818	ppi	ppi	22637	22637
pathway	HUMAN DISEASES	mmu05320	AUTOIMMUNE THYROID DISEASE	gene	IMMUNE DISEASES	H2-T9	null
pathway	HUMAN DISEASES	mmu05321	INFLAMMATORY BOWEL DISEASE (IBD)	gene	IMMUNE DISEASES	H2-DMB1	null
mp	MP:0005387	MP:0008671	abnormal interleukin-13 secretion	mp	MP:0005387	MP:0008673	decreased interleukin-13 secretion
mp	MP:0005387	MP:0008671	abnormal interleukin-13 secretion	mp	MP:0005387	MP:0008672	increased interleukin-13 secretion
mp	MP:0005387	MP:0008650	abnormal interleukin-1 secretion	mp	MP:0005387	MP:0008652	decreased interleukin-1 secretion
mp	MP:0005387	MP:0008650	abnormal interleukin-1 secretion	mp	MP:0005387	MP:0008653	abnormal interleukin-1 alpha secretion
pathway	HUMAN DISEASES	mmu05321	INFLAMMATORY BOWEL DISEASE (IBD)	gene	IMMUNE DISEASES	H2-DMB2	null
mp	MP:0005387	MP:0005022	abnormal immature B cell morphology	mp	MP:0005387	MP:0008188	abnormal transitional stage B cell morphology
mp	MP:0005387	MP:0008650	abnormal interleukin-1 secretion	mp	MP:0005387	MP:0008651	increased interleukin-1 secretion
gene	IMMUNE DISEASES	TNFRSF13B	null	mp	MP:0005387	MP:0008499	increased IgG1 level
mp	MP:0005387	MP:0003156	abnormal leukocyte migration	mp	MP:0005387	MP:0020213	enhanced leukocyte migration
mp	MP:0005387	MP:0012608	abnormal complement C5 level	mp	MP:0005387	MP:0012610	increased complement C5 level
pathway	HUMAN DISEASES	mmu05323	RHEUMATOID ARTHRITIS	gene	IMMUNE DISEASES	IL1B	null
gene	IMMUNE DISEASES	H3F3A	null	ppi	ppi	15078	15078
mp	MP:0005387	MP:0003156	abnormal leukocyte migration	mp	MP:0005387	MP:0020212	impaired leukocyte migration
mp	MP:0005387	MP:0005042	abnormal level of surface class II molecules	mp	MP:0005387	MP:0010539	decreased level of surface class II molecules
mp	MP:0005387	MP:0005042	abnormal level of surface class II molecules	mp	MP:0005387	MP:0010538	increased level of surface class II molecules
pathway	HUMAN DISEASES	mmu05323	RHEUMATOID ARTHRITIS	gene	IMMUNE DISEASES	IL1A	null
mp	MP:0005387	MP:0012762	abnormal alpha-beta T cell morphology	mp	MP:0005387	MP:0002436	abnormal CD8-positive, alpha-beta cytotoxic T cell morphology
mp	MP:0005387	MP:0001851	eye inflammation	mp	MP:0005387	MP:0006194	keratoconjunctivitis
mp	MP:0005387	MP:0005094	abnormal T cell proliferation	mp	MP:0005387	MP:0005348	increased T cell proliferation
pathway	HUMAN DISEASES	mmu05322	SYSTEMIC LUPUS ERYTHEMATOSUS	gene	IMMUNE DISEASES	CD86	null
mp	MP:0005387	MP:0013280	abnormal cytotoxic T cell cytolysis	mp	MP:0005387	MP:0013281	increased cytotoxic T cell cytolysis
gene	IMMUNE DISEASES	FAS	null	mp	MP:0005387	MP:0008828	abnormal lymph node cell ratio
pathway	HUMAN DISEASES	mmu05323	RHEUMATOID ARTHRITIS	gene	IMMUNE DISEASES	IL18	null
gene	IMMUNE DISEASES	IL10	null	mp	MP:0005387	MP:0008577	increased circulating interferon-gamma level
mp	MP:0005387	MP:0008557	abnormal interferon-alpha secretion	mp	MP:0005387	MP:0008563	decreased interferon-alpha secretion
gene	IMMUNE DISEASES	TPO	null	ppi	ppi	22018	22018
mp	MP:0005387	MP:0008557	abnormal interferon-alpha secretion	mp	MP:0005387	MP:0008562	increased interferon-alpha secretion
pathway	HUMAN DISEASES	mmu05323	RHEUMATOID ARTHRITIS	gene	IMMUNE DISEASES	IL15	null
pathway	HUMAN DISEASES	mmu05322	SYSTEMIC LUPUS ERYTHEMATOSUS	gene	IMMUNE DISEASES	CD80	null
mp	MP:0005387	MP:0008790	abnormal NK cell degranulation	mp	MP:0005387	MP:0008792	increased NK cell degranulation
gene	IMMUNE DISEASES	STAT4	null	mp	MP:0005387	MP:0008578	decreased circulating interferon-gamma level
